url,year,title,reviews,tomatometer,av_rating,audience,box_office,director,actor_1,actor_2,actor_3,actor_4,actor_5,actor_6
/m/once_upon_a_time_in_china,2001,Once Upon a Time in China (Wong Fei Hung),25,88.0,7.3,88,NA,Hark Tsui,Jet Lee,Jet Li,Biao Yuen,Rosamund Kwan,Jacky Cheung,Steve Tartalia
/m/delta_force_2,1990,Delta Force 2: The Colombian Connection,9,11.0,2.5,39,NA,Aaron Norris,Chuck Norris,Billy Drago,Bobby Chavez,John P. Ryan,Richard Jaeckel,Begonia Plaza
/m/octagon,1980,The Octagon,6,33.0,4.0,30,NA,Eric Karson,Chuck Norris,Karen Carlson,Lee Van Cleef,Art Hindle,Richard Norton,Carol Bagdasarian
/m/hero_and_the_terror,1988,Hero and the Terror,6,0.0,3.6,36,NA,William Tannen,Chuck Norris,Jack O'Halloran,Brynn Thayer,Steve James,Jeffrey Kramer,Ron O'Neal
/m/1010685-invasion_usa,1985,Invasion U.S.A.  (1985),15,20.0,4.3,52,NA,Joseph Zito,Chuck Norris,Richard Lynch,Melissa Prophet,Alexander Zale,Dehl Berti,Alex Colon
/m/sidekicks,1992,Sidekicks  (1993),8,12.0,3.6,48,NA,Aaron Norris,Chuck Norris,Beau Bridges,Jonathan Brandis,Mako,Julia Nickson,Joe Piscopo
/m/code_of_silence,1985,Code of Silence,13,54.0,5.7,51,NA,Andrew Davis,Chuck Norris,Henry Silva,Bert Remsen,Mike Genovese,Nathan Davis,Ralph Foody
/m/1036553-hitman,1991,The Hitman,8,12.0,3.1,44,NA,Aaron Norris,Chuck Norris,Michael Parks,Salim Grant,Al Waxman,Alberta Watson,Ken Pogue
/m/1014008-missing_in_action,1984,Missing in Action,14,21.0,4.2,43,NA,Joseph Zito,Chuck Norris,M. Emmet Walsh,Lenore Kasdorf,Leonore Kasdorf,David Tress,James Hong
/m/lone_wolf_mcquade,1983,Lone Wolf McQuade,5,60.0,5.8,67,NA,Steve Carver,Chuck Norris,David Carradine,Barbara Carrera,Leon Isaac Kennedy,Robert Beltran,L.Q. Jones
/m/1059857-top_dog,1994,Top Dog,8,0.0,1.8,33,NA,Aaron Norris,Chuck Norris,Clyde Kusatsu,Michele Lamar Richards,Peter S. Moore,Peter Savard Moore,Erik von Detten
/m/jcvd,2008,JCVD,103,83.0,6.9,74,382923,Mabrouk El Mechri,Jean-Claude Van Damme,François Damiens,Anne Paulicevich,Jean-François Wolff,Zinedine Soualem,Karim Belkhadra
/m/lionheart_1990,1991,Lionheart,12,33.0,4.2,52,NA,Sheldon Lettich,Jean-Claude Van Damme,Harrison Page,Deborah Rennard,Lisa Pelikan,Ashley Johnson,Brian Thompson
/m/1042212-nowhere_to_run,1993,Nowhere to Run,20,25.0,3.8,32,22189039,Robert Harmon,Jean-Claude Van Damme,Rosanna Arquette,Kieran Culkin,Ted Levine,Edward Blatchford,Anthony Starke
/m/maximum_risk,1996,Maximum Risk,33,30.0,4.3,34,NA,Ringo Lam,Jean-Claude Van Damme,Natasha Henstridge,Jean-Hugues Anglade,Zach Grenier,Stéphane Audran,Frank Senger
/m/masters_of_the_universe_2_cyborg,1989,Cyborg,14,14.0,2.9,30,NA,Albert Pyun,Jean-Claude Van Damme,Deborah Richter,Vincent Klyn,Alex Daniels,Dayle Haddon,Blaise Loong
/m/universal_soldier_day_of_reckoning,2012,Universal Soldier: Day of Reckoning (Universal Soldier: A New Dimension),47,53.0,5.0,34,3500,John Hyams,Jean-Claude Van Damme,Dolph Lundgren,Scott Adkins,Andrei Arlovski,Mariah Bonner,NA
/m/desert_heat,1999,Desert Heat,5,0.0,3.0,34,NA,"John G. Avildsen, Danny Mulroon",Jean-Claude Van Damme,Gabrielle Fitzpatrick,Noriyuki 'Pat' Morita,Danny Trejo,Larry Drake,Jaime Pressly
/m/double_impact,1991,Double Impact,14,14.0,3.8,42,NA,Sheldon Lettich,Jean-Claude Van Damme,Geoffrey Lewis,Alan Scarfe,Alonna Shaw,Philip Chan,Cory Everson
/m/hard_target,1993,Hard Target,30,50.0,5.3,48,NA,John Woo,Jean-Claude Van Damme,Lance Henriksen,Yancy Butler,Arnold Vosloo,Wilford Brimley,Kasi Lemmons
/m/1011487-kickboxer,1989,Kickboxer,5,60.0,4.5,64,NA,"David Worth, Mark DiSalle",Jean-Claude Van Damme,Michel Qissi,Dennis Alexio,Dennis Chan,Haskell V. Anderson,Rochelle Ashana
/m/kickboxer_vengeance,2016,Kickboxer: Vengeance,30,43.0,4.7,34,NA,"John Stockwell, Samuel Cory Timpson",Dave Bautista,Alain Moussi,Gina Carano,Georges St-Pierre,Jean-Claude Van Damme,Cain Velasquez
/m/pound_of_flesh_2015,2015,Pound Of Flesh,11,18.0,3.5,19,NA,Ernie Barbarash,Jean-Claude Van Damme,Charlotte Peters,John Ralston,Darren Shahlavi,Leonard Gonzales,Jason Tobin
/m/enemies_closer,2014,Enemies Closer,13,77.0,5.7,28,NA,Peter Hyams,Jean-Claude Van Damme,Tom Everett Scott,Orlando Jones,Linzey Cocker,Kristopher Van Varenberg,Christopher Robbie
/m/legionnaire,1998,Legionnaire,7,29.0,4.3,29,NA,Peter MacDonald,Jean-Claude Van Damme,Adewale Akinnuoye-Agbaje,Steven Berkoff,Daniel Caltagirone,Jim Carter,Nicholas Farrell
/m/timecop,1994,Timecop,40,42.0,5.2,35,NA,Peter Hyams,Jean-Claude Van Damme,Ron Silver,Mia Sara,Bruce McGill,Gloria Reuben,Scott Bellis
/m/universal_soldier_the_return,1999,Universal Soldier: The Return,58,5.0,2.7,23,NA,"Mic Rodgers, Mic Rogers",Jean-Claude Van Damme,Michael Jai White,Heidi Schanz,Xander Berkeley,Bill Goldberg,Justin Lazard
/m/1068470-sudden_death,1995,Sudden Death,34,53.0,5.1,38,NA,Peter Hyams,Powers Boothe,Jean-Claude Van Damme,Whittni Wright,Ross Malinger,Dorian Harewood,Kate McNeil
/m/knock_off,1998,Knock Off,39,8.0,3.0,24,NA,Hark Tsui,Jean-Claude Van Damme,Rob Schneider,Paul Sorvino,Lela Rochon,Michael Wong,Wyman Wong
/m/welcome_to_the_jungle_2013,2014,Welcome to the Jungle,9,22.0,4.0,20,NA,Rob Meltzer,Adam Brody,Jean-Claude Van Damme,Rob Huebel,Kristen Schaal,Megan Boone,Dennis Haysbert
/m/universal_soldier,1992,Universal Soldier,27,22.0,4.0,46,NA,Roland Emmerich,Jean-Claude Van Damme,Dolph Lundgren,Ally Walker,Ed O'Ross,Jerry Orbach,Leon Rippy
/m/1070608-quest,1996,The Quest  (1996),21,14.0,3.7,36,NA,Jean-Claude Van Damme,Jean-Claude Van Damme,Roger Moore,James Remar,Janet Gunn,Jack McGee,Louis Mandylor
/m/1116741-derailed,2002,Derailed,5,0.0,2.4,20,NA,Bob Misiorowski,Jean-Claude Van Damme,Tomas Arana,Laura Harring,Susan Gibney,Lucy Jenner,Jessica Bowman
/m/1058516-street_fighter,1994,Double Feature: Street Fighter vs Mortal Kombat,26,15.0,2.9,20,NA,Steven E. de Souza,Jean-Claude Van Damme,Raul Julia,Damian Chapa,Kylie Minogue,Roshan Seth,Ming-Na Wen
/m/jerry-and-tom,1998,Jerry and Tom,8,75.0,6.5,72,NA,Saul Rubinek,Joe Mantegna,Sam Rockwell,William H. Macy,Maury Chaykin,Ted Danson,Charles Durning
/m/lawn_dogs,1998,Lawn Dogs,18,72.0,6.5,84,NA,John Duigan,Mischa Barton,Sam Rockwell,Christopher McDonald,Kathleen Quinlan,Bruce McGill,David Barry Gray
/m/last_exit_to_brooklyn,1989,Last Exit to Brooklyn,18,78.0,6.7,74,NA,"Ulrich Edel, Uli Edel",Stephen Lang,Jennifer Jason Leigh,Burt Young,Peter Dobson,Jerry Orbach,Stephen Baldwin
/m/a_single_shot,2013,A Single Shot,44,50.0,5.7,31,NA,David M. Rosenthal,Sam Rockwell,Jeffrey Wright,William H. Macy,Chris Coen,Kelly Reilly,Jason Isaacs
/m/teenage_mutant_ninja_turtles_the_movie,1990,Teenage Mutant Ninja Turtles,50,40.0,4.8,80,NA,Steve Barron,Judith Hoag,Elias Koteas,Ray Serra,Josh Pais,Michelan Sisti,Leif Tilden
/m/1042122-in_the_soup,1992,In the Soup,12,92.0,7.3,75,NA,Alexandre Rockwell,Steve Buscemi,Seymour Cassel,Jennifer Beals,Pat Moya,Will Patton,Sully Boyar
/m/clownhouse,1989,Clownhouse,5,40.0,5.7,42,NA,Victor Salva,Nathan Forest Winters,Nathan Forrest Winters,Brian McHugh,Sam Rockwell,Tree,Frank Diamanti
/m/don_verdean,2015,Don Verdean,37,30.0,4.2,23,30525,Jared Hess,Sam Rockwell,Amy Ryan,Jemaine Clement,Danny McBride (IV),Will Forte,Leslie Bibb
/m/poltergeist-2009,2015,Poltergeist,113,32.0,4.8,22,39918054,Gil Kenan,Sam Rockwell,Rosemarie DeWitt,Kyle Catlett,Saxon Sharbino,Kennedi Clements,Jared Harris
/m/box_of_moonlight,1997,Box of Moonlight,17,59.0,6.7,81,NA,Tom DiCillo,John Turturro,Sam Rockwell,Catherine Keener,Lisa Blount,Dermot Mulroney,Annie Corley
/m/gentlemen_broncos,2009,Gentlemen Broncos,80,19.0,3.8,42,NA,Jared Hess,Michael Angarano,Jemaine Clement,Jennifer Coolidge,Mike White,Sam Rockwell,Héctor Jiménez
/m/made,2001,Made,107,71.0,6.3,67,3673981,Jon Favreau,Jon Favreau,Vince Vaughn,Famke Janssen,Peter Falk,Faizon Love,David O'Hara
/m/ikiru,1956,Ikiru (To Live),33,100.0,8.7,97,NA,Akira Kurosawa,Takashi Shimura,Miki Odagiri,Nobuo Kaneko,Kyoko Seki,Kamatari Fujiwara,Makoto Kobori
/m/godzilla_king_of_the_monsters,1956,Godzilla: King of the Monsters  (1956),23,83.0,6.8,72,NA,"Terry O. Morse, Ishirô Honda, Terrell O. Morse",Raymond Burr,Takashi Shimura,Momoko Kochi,Akira Takarada,Akihiko Hirata,Fuyuki Murakami
/m/they-who-step-on-tigers-tail,1945,The Men Who Tread on the Tiger's Tail (Tora no o wo fumu otokotachi),7,86.0,7.2,59,NA,Akira Kurosawa,Hanshiro Iwai,Susumu Fujita,Kenichi Enomoto,Denjirô Ôkôchi,Masayuki Mori,Takashi Shimura
/m/kagemusha,1980,Kagemusha,23,87.0,7.6,92,NA,Akira Kurosawa,Tatsuya Nakadai,Kenichi Hagiwara,Tsutomu Yamazaki,Shuji Otaki,Shuji Otake,Kota Yui
/m/mothra,1961,Mothra,11,73.0,5.8,62,NA,Ishirô Honda,Jerry Ito,Ken Uehara,Yûmi Ito,Takashi Shimura,Seizaburô Kawazu,Kenji Sahara
/m/kwaidan,1964,Ghost Stories,20,85.0,7.2,90,NA,Masaki Kobayashi,Michiyo Aratama,Misako Watanabe,Rentaro Mikuni,Kenjiro Ishiyama,Ranko Akagi,Keiko Kishi
/m/gojira,1956,Gojira (Godzilla),70,93.0,7.7,89,2340,Ishir Honda,Takashi Shimura,Momoko Kochi,Akira Takarada,Akihiko Hirata,Fuyuki Murakami,Sachio Sakai
/m/a_merry_war,1998,A Merry War,22,86.0,7.0,58,NA,Robert Bierman,Richard E. Grant,Helena Bonham Carter,Jim Carter,Harriet Walter,Lill Roughley,Julian Wadham
/m/monsieur_n,2004,Monsieur N.,20,70.0,6.3,54,NA,Antoine de Caunes,Philippe Torreton,Richard E. Grant,Jay Rodan,Elsa Zylberstein,Roschdy Zem,Bruno Putzulu
/m/mountains_of_the_moon,1990,Mountains of the Moon,13,69.0,6.5,77,NA,Bob Rafelson,Patrick Bergin,Iain Glen,Fiona Shaw,Richard E. Grant,Peter Vaughan,Roger Rees
/m/colour-me-kubrick,2007,Color Me Kubrick,61,49.0,5.5,42,37201,"Brian W. Cook, Brian Cook",John Malkovich,Tom Allen,Scott Baker,Nick Barber,Angus Barnett,Lynda Baron
/m/filth_and_wisdom,2008,Filth and Wisdom,61,25.0,3.9,41,NA,Madonna,Eugene Hutz,Holly Weston,Vicky McClure,Richard E. Grant,Inder Manocha,Elliot Levey
/m/cuckoo_2010,2008,Cuckoo,10,10.0,3.4,9,NA,Richard Bracewell,Richard E. Grant,Laura Fraser,Tamsin Greig,Tamsin Grieg,Antonia Bernath,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/m/1099763-backstage,2000,Backstage  (2000),13,31.0,4.9,84,684101,Chris Fiore,Jay Z,DMX,Method Man,Redman,Beanie Sigel,Memphis Bleek
/m/how_to_stop_being_a_loser_2011,2011,How To Stop Being A Loser,7,0.0,3.3,25,NA,Dominic Burns,Richard E. Grant,Billy Murray,Colin Salmon,Keeley Hazell,Gemma Atkinson,Martin Compston
/m/1st_night,2013,First Night,11,18.0,3.6,52,NA,Christopher Menaul,Richard E. Grant,Sarah Brightman,Mia Maestro,Nigel Lindsay,Julian Ovenden,Susannah Fielding
/m/the_garden_of_eden_2008,2010,The Garden of Eden,23,4.0,3.6,19,22083,John Irvin,Mena Suvari,Jack Huston,Caterina Murino,Carmen Maura,Richard E. Grant,Matthew Modine
/m/little_vampire,2000,The Little Vampire,66,55.0,5.5,54,13432508,"Uli Edel, Ulrich Edel",Jonathan Lipnicki,Richard E. Grant,Jim Carter,Alice Krige,Pamela Gidley,Tommy Hinkley
/m/how_to_get_ahead_in_advertising,1989,How to Get Ahead in Advertising,14,57.0,6.3,78,NA,Bruce Robinson,Richard E. Grant,Rachel Ward,Richard Wilson,Jacqueline Tong,John Shrapnel,Susan Wooldridge
/m/warlock,1991,Warlock,17,53.0,5.2,47,NA,Steve Miner,Richard E. Grant,Julian Sands,Lori Singer,Kevin O'Brien,Mary Woronov,Julie Burkhart
/m/withnail_and_i,1987,Withnail and I,31,94.0,8.5,94,NA,Bruce Robinson,Richard E. Grant,Paul McGann,Richard Griffiths,Ralph Brown,Michael Elphick,Daragh O'Malley
/m/strictly_sinatra,2002,Strictly Sinatra,9,67.0,5.7,29,NA,Peter Capaldi,Kelly Macdonald,Ian Hart,Alun Armstrong,Brian Cox,Tommy Flanagan,Iain Cuthbertson
/m/music_within,2007,Music Within,42,33.0,5.2,78,129086,Steven Sawalich,Ron Livingston,Melissa George,Michael Sheen,Yul Vázquez,Rebecca De Mornay,Hector Elizondo
/m/airplane,1980,Airplane!,59,97.0,8.4,89,NA,"David Zucker, Jerry Zucker, Jim Abrahams",Robert Hays,Julie Hagerty,Lloyd Bridges,Leslie Nielsen,Peter Graves,Robert Stack
/m/repossessed,1990,Repossessed,7,0.0,2.9,36,NA,Bob Logan,Leslie Nielsen,Linda Blair,Ned Beatty,Anthony Starke,Lana Schawb,Melissa Moore
/m/stan_helsing_a_parody,2009,Stan Helsing,18,17.0,2.7,18,NA,Bo Zenga,Steve Howey,Diora Baird,Kenan Thompson,Desi Lydic,Leslie Nielsen,Charles Zuckermann
/m/surf_ninjas,1993,Surf Ninjas w/ Ernie Reyes Jr. Live!,17,12.0,3.7,68,NA,Neal Israel,Ernie Reyes Jr.,Rob Schneider,Nicolas Cowan,Leslie Nielsen,Tone Loc,Ernie Reyes Sr.
/m/1159618-superhero,2008,Superhero Movie,52,17.0,3.6,32,25815447,Craig Mazin,Drake Bell,Sara Paxton,Christopher McDonald,Kevin Hart,Brent Spiner,Jeffrey Tambor
/m/men_with_brooms,2002,Men with Brooms,18,61.0,5.6,67,NA,Paul Gross,Paul Gross,Connor Price,Leslie Nielsen,Kari Matchett,Molly Parker,Michelle Nolden
/m/wrongfully_accused,1998,Wrongfully Accused,32,22.0,3.9,57,NA,Pat Proft,Leslie Nielsen,Richard Crenna,Kelly LeBrock,Sandra Bernhard,Michael York,Melinda McGraw
/m/opposite_sex,1956,The Opposite Sex,5,20.0,3.5,53,NA,David Miller,June Allyson,Leslie Nielsen,Joan Collins,Dolores Gray,Ann Sheridan,Ann Miller
/m/forbidden_planet,1956,Forbidden Planet,42,98.0,8.2,86,NA,"Fred Wilcox, Fred McLeod Wilcox",Walter Pidgeon,Anne Francis,Leslie Nielsen,Warren Stevens,Jack Kelly,Richard Anderson
/m/kill_me_three_times,2015,Kill Me Three Times,50,14.0,4.0,30,NA,Kriv Stenders,Sullivan Stapleton,Simon Pegg,Teresa Palmer,Alice Braga,Callan Mulvey,Luke Hemsworth
/m/man_up_2015,2015,Man Up,74,81.0,6.2,69,857215,Ben Palmer,Ken Stott,Lake Bell,Olivia Williams,Ophelia Lovibond,Henry Lloyd-Hughes,Simon Pegg
/m/diary-of-the-dead2007,2007,George A. Romero's Diary of the Dead,129,61.0,6.1,41,679335,George A. Romero,Michelle Morgan,Joshua Close,Shawn Roberts,Amy Lalonde,Joe Dinicol,Scott Wentworth
/m/shaun_of_the_dead,2004,Shuan of the Dead,202,92.0,7.8,93,13464388,Edgar Wright,Simon Pegg,Kate Ashfield,Nick Frost,Lucy Davis,Dylan Moran,Matt Lucas
/m/a_fantastic_fear_of_everything,2014,A Fantastic Fear of Everything,27,33.0,4.2,35,NA,"Crispian Mills, Chris Hopewell",Simon Pegg,Amara Karan,Paul Freeman,Sheridan Smith,Alan Drake,Kiran Shah
/m/10008621-run_fat_boy_run,2007,"Run, Fatboy, Run",150,47.0,5.4,64,5926110,David Schwimmer,Simon Pegg,Thandie Newton,Hank Azaria,Dylan Moran,Matthew Fenton,Harish Patel
/m/the-league-of-gentlemens-apocalypse,2005,The League of Gentlemen's Apocalypse,6,83.0,6.8,55,NA,Steve Bendelack,Mark Gatiss,Steve Pemberton,Reece Shearsmith,David Warner,Jeff Balis,Bernard Hill
/m/johnny_english,2003,Johnny English,118,33.0,4.8,50,27972410,Peter Howitt,Rowan Atkinson,Natalie Imbruglia,Ben Miller,John Malkovich,Tim Pigott-Smith,Oliver Ford Davies
/m/disgrace,2008,Disgrace,58,83.0,6.9,62,NA,Steve Jacobs,John Malkovich,Eriq Ebouaney,Paula Arundell,Fiona Press,Antoinette Engel,David Dennis
/m/penguins_of_madagascar,2014,Penguins of Madagascar,105,72.0,6.2,63,70727688,"J.P. Simon, Simon J. Smith, Eric Darnell",Tom McGrath,Chris Miller,Christopher Knights,John Malkovich,Benedict Cumberbatch,Ken Jeong
/m/which_way_home_2009,2009,Which Way Home,7,100.0,7.8,93,NA,Rebecca Cammisa,NA,NA,NA,NA,NA,NA
/m/gardens_of_the_night,2008,Gardens of the Night,13,54.0,5.8,66,NA,Damian Harris,John Malkovich,Tom Arnold,Gillian Jacobs,Evan Ross,Ryan Simpkins,Jermaine Scooter Smith
/m/abel,2013,Abel,14,93.0,6.8,76,NA,Diego Luna,Jose María Yazpik,Christopher Ruíz-Esparza,Gerardo Ruiz-Esparza,Karina Gidi,Geraldine Alejandra,Carlos Aragon
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/m/drunkboat,2012,Drunkboat,12,25.0,4.3,23,NA,Bob Meyer,Skipp Sudduth,John Goodman,Jim Ortlieb,John Malkovich,NA,NA
/m/1089805-ogre,1999,The Ogre (Der Unhold),9,89.0,7.0,74,NA,Volker Schlöndorff,John Malkovich,Gottfried John,Marianne Sägebrecht,Armin Mueller-Stahl,Caspar Salmon,Volker Spengler
/m/mutant_chronicles,2008,The Mutant Chronicles,33,18.0,3.6,24,NA,Simon Hunter,Thomas Jane,Ron Perlman,John Malkovich,Anna Walton,Devon Aoki,Benno Fürmann
/m/were_back_a_dinosaurs_story,1993,We're Back: A Dinosaur's Story,16,38.0,4.1,49,NA,"Phil Nibbelink, Simon Wells, Dick Zondag, Ralph Zondag",John Goodman,Rene Levant,Charles Fleischer,Felicity Kendal,Joey Shea,Walter Cronkite
/m/making_mr_right,1987,Making Mr. Right,13,46.0,4.8,33,NA,Susan Seidelman,John Malkovich,Ann Magnuson,Glenne Headly,Ben Masters,Laurie Metcalf,Polly Bergen
/m/kill_the_poor,2006,Kill the Poor,8,25.0,5.3,35,NA,Alan Taylor,David Krumholtz,Clara Bellar,Paul Calderon,Jon Budinoff,Heather Burns,Zak Orth
/m/1040322-of_mice_and_men,1992,Of Mice and Men,28,96.0,8.0,82,NA,Gary Sinise,John Malkovich,Gary Sinise,Ray Walston,Casey Siemaszko,Sherilyn Fenn,John Terry
/m/secretariat,2010,Secretariat,146,63.0,6.1,76,59699513,Randall Wallace,Diane Lane,John Malkovich,Dylan Walsh,Dylan Baker,Margo Martindale,Nelsan Ellis
/m/10006828-klimt,2005,Klimt,25,32.0,5.0,29,NA,Raoul Ruiz,John Malkovich,Veronica Ferres,Saffron Burrows,Georgia Reeve,Stephen Dillane,Sandra Ceccarelli
/m/object_of_beauty,1991,The Object of Beauty,13,77.0,6.2,38,NA,Michael Lindsay-Hogg,John Malkovich,Andie MacDowell,Lolita Davidovich,Rudi Davies,Joss Ackland,Bill Paterson
/m/how_to_draw_a_bunny,2004,How to Draw a Bunny,27,81.0,7.0,82,NA,"John Walter, Richard John Walters",Chuck Close,Roy Lichtenstein,NA,NA,NA,NA
/m/lets_go_to_prison,2012,Let's Go  (2006),41,12.0,3.0,48,5525320,Bob Odenkirk,Dax Shepard,Will Arnett,Chi McBride,David Koechner,Dylan Baker,Michael Shannon
/m/salt_and_fire,2017,Salt and Fire,33,30.0,4.8,18,NA,Werner Herzog,Michael Shannon,Veronica Ferres,Gael García Bernal,Volker Zack Michalowski,Anita Briem,Michael J. Shannon
/m/frank_and_lola,2016,Frank & Lola,35,66.0,6.1,38,5747,"Matthew M. Ross, Matthew Ross",Michael Shannon,Imogen Poots,Michael Nyqvist,Justin Long,Emmanuelle Devos,Rosanna Arquette
/m/grand_theft_parsons,2004,Grand Theft Parsons,27,44.0,5.4,52,NA,David Caffrey,Johnny Knoxville,Christina Applegate,Michael Shannon,Robert Forster,Marley Shelton,Gabriel Macht
/m/wolves_2016,2017,Wolves,25,36.0,4.8,61,NA,Bart Freundlich,Michael Shannon,Carla Gugino,Taylor John Smith,Chris Bauer,John Douglas Thompson,Zazie Beetz
/m/bug,2006,Bug,130,61.0,6.2,34,7006708,William Friedkin,Ashley Judd,Michael Shannon,Brian F. O'Byrne,Harry Connick Jr.,Lynn Collins,Neil Bergeron
/m/10010944-missing_person,2009,The Missing Person,22,64.0,5.7,40,NA,Noah Buschel,Michael Shannon,Frank Wood,Amy Ryan,Linda Emond,John Ventimiglia,Margaret Colin
/m/1140781-dead_birds,2004,Dead Birds,8,50.0,5.4,40,NA,Alex Turner,Henry Thomas,Nicki Lynn Aycox,Isaiah Washington,Michael Shannon,Patrick Fugit,Mark Boone Jr.
/m/shotgun_stories,2007,Shotgun Stories,46,91.0,7.2,80,NA,Jeff Nichols,Michael Shannon,Douglas Ligon,Barlow Jacobs,Michael Abbott Jr.,Travis Smith,Lynnsee Provence
/m/return_2012,2006,Return  (2012),39,85.0,6.5,41,6717,Liza Johnson,Linda Cardellini,Michael Shannon,John Slattery,Talia Balsam,Paul Sparks,Emma Rayne Lyle
/m/popstar_never_stop_never_stopping,2016,Popstar: Never Stop Never Stopping,153,78.0,6.7,64,NA,"Akiva Schaffer, Jorma Taccone",Andy Samberg,Jorma Taccone,Akiva Schaffer,Sarah Silverman,Tim Meadows,Maya Rudolph
/m/the_vessel_2016,2016,The Vessel,17,65.0,5.8,45,NA,Julio Quintana,Aris Mejias,Jacqueline Duprey,Aris Mejias,Martin Sheen,NA,NA
/m/1087050-lost_and_found,1999,Lost and Found,52,13.0,3.6,27,NA,Jeff Pollack,David Spade,Sophie Marceau,Patrick Bruel,Artie Lange,Mitchell Whitfield,Martin Sheen
/m/spawn,1997,Spawn,44,18.0,4.0,37,NA,Mark A.Z. Dippé,Michael Jai White,John Leguizamo,Martin Sheen,Theresa Randle,Melinda Clarke,Miko Hughes
/m/echelon_conspiracy,2009,Echelon Conspiracy,12,0.0,2.8,30,500154,Greg Marcks,Shane West,Edward Burns,Ving Rhames,Martin Sheen,Jonathan Pryce,Tamara Feldman
/m/1046038-gettysburg,1993,Gettysburg,20,80.0,7.2,89,NA,Ronald F. Maxwell,Tom Berenger,Martin Sheen,Jeff Daniels,Richard Jordan,Sam Elliott,Stephen Lang
/m/missiles_of_october,1974,The Missiles of October,6,83.0,7.7,89,NA,Anthony Page,William Devane,Martin Sheen,Howard Da Silva,James Olson,James Hong,Dana Elcar
/m/1205980-they_killed_sister_dorothy,2008,They Killed Sister Dorothy,8,100.0,7.8,83,NA,Daniel Junge,Martin Sheen,David Stang,Sister Becky Spires,Felicio Pontes,Claudia Cavalcanti,Rayfron Das Neves Sales
/m/da,1988,Da,10,70.0,6.1,60,NA,Matt Clark,Martin Sheen,Barnard Hughes,William Hickey,Karl Hayden,Doreen Hepburn,Hugh O'Conor
/m/hot_shots_part_deux,1993,Hot Shots! Part Deux,29,59.0,5.6,63,NA,Jim Abrahams,Charlie Sheen,Lloyd Bridges,Valeria Golino,Richard Crenna,Brenda Bakke,Miguel Ferrer
/m/bhopal_a_prayer_for_rain,2014,Bhopal: A Prayer for Rain (Bophal: A Prayer for Rain),13,62.0,6.4,60,12111,Ravi Kumar,Martin Sheen,Kal Penn,Mischa Barton,Rajpal Yadav,NA,NA
/m/entertaining_angels_the_dorothy_day_story,1996,Entertaining Angels: The Dorothy Day Story,6,50.0,4.8,68,NA,Michael Rhodes,Moira Kelly,Martin Sheen,Melinda Dillon,Lenny Von Dohlen,Heather Graham,Paul Lieber
/m/the_double_2011,2011,The Double  (2011),50,20.0,4.0,33,134286,Michael Brandt,Richard Gere,Topher Grace,Martin Sheen,Tamer Hassan,Stephen Moyer,Chris Marquette
/m/the_believers_1987,1987,The Believers,16,31.0,4.7,43,NA,John Schlesinger,Martin Sheen,Helen Shaver,Robert Loggia,Harley Cross,Elizabeth Wilson,Harris Yulin
/m/end_of_poverty,2008,The End of Poverty?,22,55.0,5.9,75,NA,Philippe Diaz,Martin Sheen,Nimrod Arackha,Nora Castañeda,Amartya Sen,Eduardo Yssa,William Easterly
/m/cesars_last_fast_2010,2014,Cesar's Last Fast,6,67.0,3.4,67,NA,"Richard Ray Perez, Lorena Parlee",Cesar Chavez,LeRoy Chatfield,Paul Chavez,Richard Chavez,Jerry Cohen,Marshall Ganz
/m/the_incident_1967,1967,The Incident,6,83.0,7.4,88,NA,Larry Peerce,Tony Musante,Beau Bridges,Martin Sheen,Jack Gilford,Brock Peters,Ruby Dee
/m/wrinkles,2014,Wrinkles,24,96.0,7.3,79,NA,Ignacio Ferreras de Zumarraga,Martin Sheen,George Coe,Lauri Fraser,Laurie Fraser,Matthew Modine,NA
/m/the_way_2011,2011,The Way,96,82.0,6.6,83,4300000,Emilio Estevez,Martin Sheen,Emilio Estevez,Yorick van Wageningen,Deborah Kara Unger,James Nesbitt,Tcheky Karyo
/m/hidden_in_plain_sight,2003,Hidden in Plain Sight,9,78.0,6.6,71,NA,Director John H. Smihula,Father Roy Bourgeois,Noam Chomsky,Christopher Hitchens,Eduardo Galeano,Sandra Alvarez,Rep. Barbara Lee
/m/monument_ave,1997,Snitch  (1998),20,90.0,7.0,66,NA,Ted Demme,Denis Leary,Ian Hart,Jason Barry,Billy Crudup,Martin Sheen,Colm Meaney
/m/o,2001,O,124,64.0,6.1,58,15540020,Tim Blake Nelson,Mekhi Phifer,Josh Hartnett,Julia Stiles,Elden Henson,Andrew Keegan,Rain Phoenix
/m/mascots,2016,Mascots,41,51.0,5.6,35,NA,Christopher Guest,Jane Lynch,Parker Posey,Fred Willard,Ed Begley Jr.,Christopher Guest,Christopher Moynihan
/m/mighty_wind,2003,A Mighty Wind,173,88.0,7.4,75,17475811,Christopher Guest,Christopher Guest,Michael McKean,Eugene Levy,Harry Shearer,Bob Balaban,Catherine O'Hara
